specialtyCode,specialtyName,branchName,recruitTypeName,recruitYear,recruitRound,selectionQuota,applicantCount,shortageCount,competitionRate,applicationStartAt,applicationEndAt,enlistStartMonth,enlistEndMonth,enlistDate
17.01,일반,해병,일반기술/전문기술병,2026,106,450,0,-450,0,20260716,20260722,202609,202609,*
32.01,수송,해병,일반기술/전문기술병,2026,106,100,0,-100,0,20260716,20260722,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,206,72,0,-72,0,20260715,20260721,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,206,8,0,-8,0,20260715,20260721,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,206,22,0,-22,0,20260715,20260721,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,206,78,0,-78,0,20260715,20260721,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,206,46,0,-46,0,20260715,20260721,202609,202609,*
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202712
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202707
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202708
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202710
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202703
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202701
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202709
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202702
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202704
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202705
P000291,카투사,육군,카투사,2026,1,167,0,-167,0,20260709,20260715,202701,202712,202711
62,해군과학기술연구병,해군,해군과학기술연구병,2026,7,2,0,-2,0,20260626,20260702,202610,202610,*
57,미디어병,해군,미디어병,2026,7,3,13,10,4.3,20260626,20260702,202610,202610,*
19,차량운전,공군,전문기술병,2026,7,161,528,367,3.3,20260626,20260702,202610,202610,*
21,통신전자전기,공군,전문기술병,2026,7,195,319,124,1.6,20260626,20260702,202610,202610,*
16,화생방,공군,전문기술병,2026,7,34,57,23,1.7,20260626,20260702,202610,202610,*
15,전자계산,공군,전문기술병,2026,7,3,68,65,22.7,20260626,20260702,202610,202610,*
17,의무,공군,전문기술병,2026,7,10,76,66,7.6,20260626,20260702,202610,202610,*
20,차량정비,공군,전문기술병,2026,7,29,36,7,1.2,20260626,20260702,202610,202610,*
18,기계,공군,전문기술병,2026,7,147,209,62,1.4,20260626,20260702,202610,202610,*
24,의장병,공군,의장병,2026,7,16,23,7,1.4,20260626,20260702,202610,202610,*
25,군악병,공군,군악병,2026,7,13,31,18,2.4,20260626,20260702,202610,202610,*
31,특수임무군사경찰,공군,특수임무군사경찰,2026,7,10,24,14,2.4,20260626,20260702,202610,202610,*
30,정보보호병,공군,정보보호병,2026,7,10,25,15,2.5,20260626,20260702,202610,202610,*
40,정훈병,공군,정훈병,2026,7,3,31,28,10.3,20260626,20260702,202610,202610,*
41.02,콘텐츠_영상촬영편집,공군,콘텐츠제작병,2026,7,2,16,14,8,20260626,20260702,202610,202610,*
34,군견관리병,공군,군견관리병,2026,7,1,12,11,12,20260626,20260702,202610,202610,*
45.03,교육훈련_디자인,공군,교육훈련매체개발병,2026,7,1,8,7,8,20260626,20260702,202610,202610,*
151.101,군사정보,육군,기술행정병,2026,7,9,16,7,1.8,20260626,20260702,202610,202610,*
161.102,장애물운용(M),육군,기술행정병,2026,7,36,6,-30,0.2,20260626,20260702,202610,202610,*
182.104,기동헬기운용,육군,기술행정병,2026,7,23,15,-8,0.7,20260626,20260702,202610,202610,*
231.101,편성보급,육군,기술행정병,2026,7,34,15,-19,0.4,20260626,20260702,202610,202610,*
231.104,연료관리,육군,기술행정병,2026,7,25,9,-16,0.4,20260626,20260702,202610,202610,*
241.107,차량부대정비,육군,기술행정병,2026,7,78,9,-69,0.1,20260626,20260702,202610,202610,*
241.108,K-53계열차량운전,육군,기술행정병,2026,7,14,3,-11,0.2,20260626,20260702,202610,202610,*
M241.100,수송운용(중졸),육군,기술행정병,2026,7,10,0,-10,0,20260626,20260702,202610,202610,*
122.101,K계열전차부대정비,육군,기술행정병,2026,7,22,8,-14,0.4,20260626,20260702,202610,202610,*
123.102,장갑차부대정비,육군,기술행정병,2026,7,36,1,-35,0,20260626,20260702,202610,202610,*
131.101,견인포병,육군,기술행정병,2026,7,20,11,-9,0.6,20260626,20260702,202610,202610,*
133.107,포병측지,육군,기술행정병,2026,7,1,3,2,3,20260626,20260702,202610,202610,*
161.103,장애물운용(E),육군,기술행정병,2026,7,32,0,-32,0,20260626,20260702,202610,202610,*
111284,의장병,육군,전문특기병,2026,61,39,25,-14,0.6,20260626,20260702,202610,202612,*
321273,33경호병,육군,전문특기병,2026,62,10,17,7,1.7,20260626,20260702,202611,202611,*
321103,MC군사경찰,육군,전문특기병,2026,63,14,9,-5,0.6,20260626,20260702,202610,202610,*
321102,특임군사경찰,육군,전문특기병,2026,64,81,197,116,2.4,20260626,20260702,202610,202610,*
162.102,소방장비,육군,기술행정병,2026,7,4,15,11,3.8,20260626,20260702,202610,202610,*
171.104,이동통신장비운용/정비,육군,기술행정병,2026,7,28,55,27,2,20260626,20260702,202610,202610,*
224.101,차량정비,육군,기술행정병,2026,7,15,16,1,1.1,20260626,20260702,202610,202610,*
241.104,견인차량운전,육군,기술행정병,2026,7,22,1,-21,0,20260626,20260702,202610,202610,*
123.103,K-21보병전투차량승무,육군,기술행정병,2026,7,42,3,-39,0.1,20260626,20260702,202610,202610,*
141.104,방공작전통제,육군,기술행정병,2026,7,9,57,48,6.3,20260626,20260702,202610,202610,*
162.104,전기설비,육군,기술행정병,2026,7,1,21,20,21,20260626,20260702,202610,202610,*
172.102,위성운용/정비,육군,기술행정병,2026,7,28,11,-17,0.4,20260626,20260702,202610,202610,*
174.101,레이다운용/정비,육군,기술행정병,2026,7,26,5,-21,0.2,20260626,20260702,202610,202610,*
175.103,정보체계운용/정비,육군,기술행정병,2026,7,4,13,9,3.3,20260626,20260702,202610,202610,*
243.102,선박운용,육군,기술행정병,2026,7,7,7,0,1,20260626,20260702,202610,202610,*
M163.113,굴착기운용(중졸),육군,기술행정병,2026,7,3,0,-3,0,20260626,20260702,202610,202610,*
141.101,발칸운용/정비,육군,기술행정병,2026,7,47,38,-9,0.8,20260626,20260702,202610,202610,*
143.101,방공레이더운용/정비,육군,기술행정병,2026,7,21,63,42,3,20260626,20260702,202610,202610,*
171.101,전술통신장비운용/정비,육군,기술행정병,2026,7,69,60,-9,0.9,20260626,20260702,202610,202610,*
171.105,정보통신망관리장비운용/정비,육군,기술행정병,2026,7,12,17,5,1.4,20260626,20260702,202610,202610,*
175.101,네트워크운용/정비,육군,기술행정병,2026,7,60,32,-28,0.5,20260626,20260702,202610,202610,*
225.101,탄약관리,육군,기술행정병,2026,7,82,16,-66,0.2,20260626,20260702,202610,202610,*
241.105,지게차운전,육군,기술행정병,2026,7,25,18,-7,0.7,20260626,20260702,202610,202610,*
M241.105,지게차운전(중졸),육군,기술행정병,2026,7,2,0,-2,0,20260626,20260702,202610,202610,*
M241.109,구난차량운전(중졸),육군,기술행정병,2026,7,3,0,-3,0,20260626,20260702,202610,202610,*
163.105,정수장비운용,육군,기술행정병,2026,7,3,6,3,2,20260626,20260702,202610,202610,*
163.114,발전기운용/정비,육군,기술행정병,2026,7,8,10,2,1.3,20260626,20260702,202610,202610,*
224.104,용접/기계공작,육군,기술행정병,2026,7,4,9,5,2.3,20260626,20260702,202610,202610,*
231.107,조리,육군,기술행정병,2026,7,352,90,-262,0.3,20260626,20260702,202610,202610,*
241.109,구난차량운전,육군,기술행정병,2026,7,35,4,-31,0.1,20260626,20260702,202610,202610,*
M224.104,용접/기계공작(중졸),육군,기술행정병,2026,7,2,1,-1,0.5,20260626,20260702,202610,202610,*
M241.104,견인차량운전(중졸),육군,기술행정병,2026,7,2,0,-2,0,20260626,20260702,202610,202610,*
121.101,K계열전차승무,육군,기술행정병,2026,7,90,19,-71,0.2,20260626,20260702,202610,202610,*
131.103,155mm자주포병,육군,기술행정병,2026,7,45,25,-20,0.6,20260626,20260702,202610,202610,*
153.101,감시장비운용,육군,기술행정병,2026,7,164,35,-129,0.2,20260626,20260702,202610,202610,*
171.102,무선전송장비운용/정비,육군,기술행정병,2026,7,25,8,-17,0.3,20260626,20260702,202610,202610,*
173.101,암호운용,육군,기술행정병,2026,7,14,23,9,1.6,20260626,20260702,202610,202610,*
224.103,발전기정비,육군,기술행정병,2026,7,3,5,2,1.7,20260626,20260702,202610,202610,*
226.101,장비수리부속공구보급,육군,기술행정병,2026,7,29,1,-28,0,20260626,20260702,202610,202610,*
231.103,지원보급,육군,기술행정병,2026,7,34,24,-10,0.7,20260626,20260702,202610,202610,*
M162.104,전기설비(중졸),육군,기술행정병,2026,7,1,1,0,1,20260626,20260702,202610,202610,*
0001606,러시아어어학병,육군,어학병,2026,12,6,15,9,2.5,20260626,20260702,202610,202611,*
0001605,중국어어학병,육군,어학병,2026,11,12,26,14,2.2,20260626,20260702,202610,202611,*
0001610,아랍어어학병,육군,어학병,2026,13,1,9,8,9,20260626,20260702,202610,202610,*
411294,유해발굴감식병,육군,전문특기병,2026,60,2,7,5,3.5,20260626,20260702,202610,202610,*
53.01,군종병_기독교,해군,군종병,2026,7,2,1,-1,0.5,20260626,20260702,202610,202610,*
53.02,군종병_천주교,해군,군종병,2026,7,1,2,1,2,20260626,20260702,202610,202610,*
59,정보보호병,해군,정보보호병,2026,7,5,9,4,1.8,20260626,20260702,202610,202610,*
64,위생관리병,해군,위생관리병,2026,7,6,6,0,1,20260626,20260702,202610,202610,*
56,SW개발병,해군,SW개발병,2026,7,2,4,2,2,20260626,20260702,202610,202610,*
61,CBT병,해군,CBT병,2026,7,1,2,1,2,20260626,20260702,202610,202610,*
17.01,일반,해병,일반기술/전문기술병,2026,7,510,359,-151,0.7,20260626,20260702,202610,202610,*
17.05,화학,해병,일반기술/전문기술병,2026,7,13,7,-6,0.5,20260626,20260702,202610,202610,*
23.01,무기정비,해병,일반기술/전문기술병,2026,7,23,17,-6,0.7,20260626,20260702,202610,202610,*
19.03,공병,해병,일반기술/전문기술병,2026,7,43,14,-29,0.3,20260626,20260702,202610,202610,*
17.04,수색,해병,일반기술/전문기술병,2026,7,6,39,33,6.5,20260626,20260702,202610,202610,*
32.01,수송,해병,일반기술/전문기술병,2026,7,117,47,-70,0.4,20260626,20260702,202610,202610,*
80,동반입대병,해병,동반입대병,2026,7,46,44,-2,1,20260626,20260702,202610,202610,*
D001,직계가족복무부대지원입대병,해병,직계가족병,2026,7,20,6,-14,0.3,20260626,20260702,202610,202610,*
55.01,어학병,해병,어학병,2026,7,2,8,6,4,20260626,20260702,202610,202610,*
66,군악병,해병,군악병,2026,7,8,10,2,1.3,20260626,20260702,202610,202610,*
100,의장병,해병,의장병,2026,7,10,4,-6,0.4,20260626,20260702,202610,202610,*
11,일반,해군,일반기술/전문기술병,2026,7,118,273,155,2.3,20260626,20260702,202610,202610,*
43,기관,해군,일반기술/전문기술병,2026,7,6,10,4,1.7,20260626,20260702,202610,202610,*
500,정보통신,해군,일반기술/전문기술병,2026,7,31,50,19,1.6,20260626,20260702,202610,202610,*
11.24,항공,해군,일반기술/전문기술병,2026,7,13,24,11,1.8,20260626,20260702,202610,202610,*
43.39,화생방,해군,일반기술/전문기술병,2026,7,7,11,4,1.6,20260626,20260702,202610,202610,*
11.05,조리,해군,일반기술/전문기술병,2026,7,2,13,11,6.5,20260626,20260702,202610,202610,*
48,수송,해군,일반기술/전문기술병,2026,7,40,112,72,2.8,20260626,20260702,202610,202610,*
501,전기(신규),해군,일반기술/전문기술병,2026,7,14,23,9,1.6,20260626,20260702,202610,202610,*
46,건축/토목,해군,일반기술/전문기술병,2026,7,7,18,11,2.6,20260626,20260702,202610,202610,*
49,의무,해군,일반기술/전문기술병,2026,7,18,54,36,3,20260626,20260702,202610,202610,*
803,동반_군사경찰,해군,동반입대병,2026,7,20,14,-6,0.7,20260626,20260702,202610,202610,*
802,동반_갑판,해군,동반입대병,2026,7,20,4,-16,0.2,20260626,20260702,202610,202610,*
A11,(1함대)일반,해군,복무지역선택병,2026,7,58,23,-35,0.4,20260626,20260702,202610,202610,*
A43,(1함대)기관,해군,복무지역선택병,2026,7,4,0,-4,0,20260626,20260702,202610,202610,*
C43,(작전사)기관,해군,복무지역선택병,2026,7,11,8,-3,0.7,20260626,20260702,202610,202610,*
B11.05,(2함대)조리,해군,복무지역선택병,2026,7,6,1,-5,0.2,20260626,20260702,202610,202610,*
B11,(2함대)일반,해군,복무지역선택병,2026,7,78,15,-63,0.2,20260626,20260702,202610,202610,*
B43,(2함대)기관,해군,복무지역선택병,2026,7,7,1,-6,0.1,20260626,20260702,202610,202610,*
C11.05,(작전사)조리,해군,복무지역선택병,2026,7,11,2,-9,0.2,20260626,20260702,202610,202610,*
A11.05,(1함대)조리,해군,복무지역선택병,2026,7,6,0,-6,0,20260626,20260702,202610,202610,*
36,군악병,해군,군악병,2026,7,12,60,48,5,20260626,20260702,202610,202610,*
36.01,문화홍보병,해군,문화홍보병,2026,7,5,10,5,2,20260626,20260702,202610,202610,*
55.01,어학병_영어,해군,어학병,2026,7,3,13,10,4.3,20260626,20260702,202610,202610,*
55.02,어학병_일본어,해군,어학병,2026,7,1,4,3,4,20260626,20260702,202610,202610,*
55.03,어학병_중국어,해군,어학병,2026,7,6,3,-3,0.5,20260626,20260702,202610,202610,*
58,전문정보병,해군,전문정보병,2026,7,1,4,3,4,20260626,20260702,202610,202610,*
53.03,군종병_불교,해군,군종병,2026,7,1,0,-1,0,20260626,20260702,202610,202610,*
45.04,교육훈련_영상/사진,공군,교육훈련매체개발병,2026,7,1,3,2,3,20260626,20260702,202610,202610,*
55,무인항공기운용병,공군,무인항공기운용병,2026,7,7,36,29,5.1,20260626,20260702,202610,202610,*
44,전문자격의무병,공군,전문자격의무병,2026,7,2,2,0,1,20260626,20260702,202610,202610,*
42.01,식별보조_중국어,공군,식별보조병,2026,7,3,5,2,1.7,20260626,20260702,202610,202610,*
56,AI·데이터개발병,공군,AI·데이터개발병,2026,7,1,12,11,12,20260626,20260702,202610,202610,*
57,정보체계개발병,공군,정보체계개발병,2026,7,2,13,11,6.5,20260626,20260702,202610,202610,*
141.103,비호운용/정비,육군,기술행정병,2026,7,28,17,-11,0.6,20260626,20260702,202610,202610,*
161.101,야전공병,육군,기술행정병,2026,7,30,15,-15,0.5,20260626,20260702,202610,202610,*
172.101,MW운용/정비,육군,기술행정병,2026,7,5,31,26,6.2,20260626,20260702,202610,202610,*
175.102,전술C4I운용/정비,육군,기술행정병,2026,7,61,18,-43,0.3,20260626,20260702,202610,202610,*
223.101,유선장비정비,육군,기술행정병,2026,7,14,2,-12,0.1,20260626,20260702,202610,202610,*
223.103,무선장비정비,육군,기술행정병,2026,7,18,4,-14,0.2,20260626,20260702,202610,202610,*
224.102,공병장비정비,육군,기술행정병,2026,7,7,1,-6,0.1,20260626,20260702,202610,202610,*
241.100,수송운용(차량운전),육군,기술행정병,2026,7,1418,442,-976,0.3,20260626,20260702,202610,202610,*
311.101,일반행정,육군,기술행정병,2026,7,20,100,80,5,20260626,20260702,202610,202610,*
M241.107,차량부대정비(중졸),육군,기술행정병,2026,7,6,1,-5,0.2,20260626,20260702,202610,202610,*
M243.102,선박운용(중졸),육군,기술행정병,2026,7,1,0,-1,0,20260626,20260702,202610,202610,*
412.105,전문약제,육군,기술행정병,2026,7,10,2,-8,0.2,20260626,20260702,202610,202610,*
163.113,굴착기운용,육군,기술행정병,2026,7,12,50,38,4.2,20260626,20260702,202610,202610,*
211.101,화생방,육군,기술행정병,2026,7,15,22,7,1.5,20260626,20260702,202610,202610,*
321.101,군사경찰,육군,기술행정병,2026,7,128,34,-94,0.3,20260626,20260702,202610,202610,*
M231.107,조리(중졸),육군,기술행정병,2026,7,8,0,-8,0,20260626,20260702,202610,202610,*
412.104,전문방사선촬영,육군,기술행정병,2026,7,3,2,-1,0.7,20260626,20260702,202610,202610,*
152.101,신호정보/전자전운용,육군,기술행정병,2026,7,14,3,-11,0.2,20260626,20260702,202610,202610,*
133.103,사격지휘,육군,기술행정병,2026,7,38,5,-33,0.1,20260626,20260702,202610,202610,*
133.106,포병레이더,육군,기술행정병,2026,7,1,2,1,2,20260626,20260702,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,28,8,-20,0.3,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,38,12,-26,0.3,20260625,20260701,202610,202610,*
17.01,일반,해병,일반기술/전문기술병,2026,105,180,169,-11,0.9,20260625,20260629,202608,202608,*
H001,연고지복무병,육군,연고지복무병,2026,7,8,2,-6,0.3,20260625,20260701,202610,202610,*
H001,연고지복무병,육군,연고지복무병,2026,7,9,39,30,4.3,20260625,20260701,202610,202610,*
H001,연고지복무병,육군,연고지복무병,2026,7,2,2,0,1,20260625,20260701,202610,202610,*
H001,연고지복무병,육군,연고지복무병,2026,7,8,9,1,1.1,20260625,20260701,202610,202610,*
H001,연고지복무병,육군,연고지복무병,2026,7,2,4,2,2,20260625,20260701,202610,202610,*
H001,연고지복무병,육군,연고지복무병,2026,7,8,5,-3,0.6,20260625,20260701,202610,202610,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2026,7,2,0,-2,0,20260625,20260701,202610,202610,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2026,7,6,0,-6,0,20260625,20260701,202610,202610,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2026,7,2,1,-1,0.5,20260625,20260701,202610,202610,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2026,7,6,4,-2,0.7,20260625,20260701,202610,202610,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2026,7,5,8,3,1.6,20260625,20260701,202610,202610,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2026,7,4,9,5,2.3,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,30,28,-2,0.9,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,38,68,30,1.8,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,76,16,-60,0.2,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,66,12,-54,0.2,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,76,10,-66,0.1,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,80,24,-56,0.3,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,7,34,67,33,2,20260625,20260701,202610,202610,*
A001,동반입대병,육군,동반입대병,2026,106,22,4,-18,0.2,20260618,20260624,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,106,46,10,-36,0.2,20260618,20260624,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,106,80,16,-64,0.2,20260618,20260624,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,106,20,42,22,2.1,20260618,20260624,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,106,84,16,-68,0.2,20260618,20260624,202609,202609,*
A001,동반입대병,육군,동반입대병,2026,106,48,40,-8,0.8,20260618,20260624,202609,202609,*
17.01,일반,해병,일반기술/전문기술병,2026,104,300,280,-20,0.9,20260611,20260617,202607,202607,*
23.01,무기정비,해병,일반기술/전문기술병,2026,6,26,28,2,1.1,20260528,20260604,202609,202609,*
17.04,수색,해병,일반기술/전문기술병,2026,6,5,49,44,9.8,20260528,20260604,202609,202609,*
19.03,공병,해병,일반기술/전문기술병,2026,6,48,37,-11,0.8,20260528,20260604,202609,202609,*
32.01,수송,해병,일반기술/전문기술병,2026,6,132,54,-78,0.4,20260528,20260604,202609,202609,*
17.05,화학,해병,일반기술/전문기술병,2026,6,14,11,-3,0.8,20260528,20260604,202609,202609,*
17.01,일반,해병,일반기술/전문기술병,2026,6,584,723,139,1.2,20260528,20260604,202609,202609,*
80,동반입대병,해병,동반입대병,2026,6,46,94,48,2,20260528,20260604,202609,202609,*
D001,직계가족복무부대지원입대병,해병,직계가족병,2026,6,20,15,-5,0.8,20260528,20260604,202609,202609,*
55.01,어학병,해병,어학병,2026,6,2,16,14,8,20260528,20260604,202609,202609,*
66,군악병,해병,군악병,2026,6,8,21,13,2.6,20260528,20260604,202609,202609,*
100,의장병,해병,의장병,2026,6,11,6,-5,0.5,20260528,20260604,202609,202609,*
102,콘텐츠운용병,해병,콘텐츠운용병,2026,6,2,2,0,1,20260528,20260604,202609,202609,*
101,드론운용병,해병,드론운용병,2026,6,2,2,0,1,20260528,20260604,202609,202609,*
48,수송,해군,일반기술/전문기술병,2026,6,56,176,120,3.1,20260528,20260604,202609,202609,*
11,일반,해군,일반기술/전문기술병,2026,6,146,451,305,3.1,20260528,20260604,202609,202609,*
500,정보통신,해군,일반기술/전문기술병,2026,6,40,92,52,2.3,20260528,20260604,202609,202609,*
501,전기(신규),해군,일반기술/전문기술병,2026,6,16,35,19,2.2,20260528,20260604,202609,202609,*
11.05,조리,해군,일반기술/전문기술병,2026,6,2,18,16,9,20260528,20260604,202609,202609,*
11.24,항공,해군,일반기술/전문기술병,2026,6,13,42,29,3.2,20260528,20260604,202609,202609,*
49,의무,해군,일반기술/전문기술병,2026,6,18,66,48,3.7,20260528,20260604,202609,202609,*
43,기관,해군,일반기술/전문기술병,2026,6,6,22,16,3.7,20260528,20260604,202609,202609,*
43.39,화생방,해군,일반기술/전문기술병,2026,6,8,24,16,3,20260528,20260604,202609,202609,*
46,건축/토목,해군,일반기술/전문기술병,2026,6,8,20,12,2.5,20260528,20260604,202609,202609,*
802,동반_갑판,해군,동반입대병,2026,6,20,20,0,1,20260528,20260604,202609,202609,*
803,동반_군사경찰,해군,동반입대병,2026,6,20,26,6,1.3,20260528,20260604,202609,202609,*
A11.05,(1함대)조리,해군,복무지역선택병,2026,6,6,0,-6,0,20260528,20260604,202609,202609,*
B11,(2함대)일반,해군,복무지역선택병,2026,6,89,20,-69,0.2,20260528,20260604,202609,202609,*
A11,(1함대)일반,해군,복무지역선택병,2026,6,67,23,-44,0.3,20260528,20260604,202609,202609,*
55.02,어학병_일본어,해군,어학병,2026,6,2,5,3,2.5,20260528,20260604,202609,202609,*
55.01,어학병_영어,해군,어학병,2026,6,3,29,26,9.7,20260528,20260604,202609,202609,*
55.03,어학병_중국어,해군,어학병,2026,6,6,7,1,1.2,20260528,20260604,202609,202609,*
55.04,어학병_러시아어,해군,어학병,2026,6,1,0,-1,0,20260528,20260604,202609,202609,*
58,전문정보병,해군,전문정보병,2026,6,1,3,2,3,20260528,20260604,202609,202609,*
53.01,군종병_기독교,해군,군종병,2026,6,2,2,0,1,20260528,20260604,202609,202609,*
53.03,군종병_불교,해군,군종병,2026,6,1,0,-1,0,20260528,20260604,202609,202609,*
53.02,군종병_천주교,해군,군종병,2026,6,1,3,2,3,20260528,20260604,202609,202609,*
59,정보보호병,해군,정보보호병,2026,6,5,9,4,1.8,20260528,20260604,202609,202609,*
60,전문의무병,해군,전문의무병,2026,6,3,8,5,2.7,20260528,20260604,202609,202609,*
64,위생관리병,해군,위생관리병,2026,6,5,8,3,1.6,20260528,20260604,202609,202609,*
56,SW개발병,해군,SW개발병,2026,6,2,6,4,3,20260528,20260604,202609,202609,*
65,인공지능(AI)개발특기병,해군,인공지능(AI)개발특기병,2026,6,1,2,1,2,20260528,20260604,202609,202609,*
66,드론운용정비병,해군,드론운용정비병,2026,6,4,9,5,2.3,20260528,20260604,202609,202609,*
63,빅데이터분석병,해군,빅데이터분석병,2026,6,1,1,0,1,20260528,20260604,202609,202609,*
36.01,문화홍보병,해군,문화홍보병,2026,6,1,8,7,8,20260528,20260604,202609,202609,*
52,지식재산관리병,해군,지식재산관리병,2026,6,1,1,0,1,20260528,20260604,202609,202609,*
18,기계,공군,전문기술병,2026,6,138,245,107,1.8,20260528,20260604,202609,202609,*
15,전자계산,공군,전문기술병,2026,6,39,118,79,3,20260528,20260604,202609,202609,*
20,차량정비,공군,전문기술병,2026,6,32,56,24,1.8,20260528,20260604,202609,202609,*
17,의무,공군,전문기술병,2026,6,6,96,90,16,20260528,20260604,202609,202609,*
19,차량운전,공군,전문기술병,2026,6,132,699,567,5.3,20260528,20260604,202609,202609,*
21,통신전자전기,공군,전문기술병,2026,6,220,366,146,1.7,20260528,20260604,202609,202609,*
16,화생방,공군,전문기술병,2026,6,22,81,59,3.7,20260528,20260604,202609,202609,*
24,의장병,공군,의장병,2026,6,11,22,11,2,20260528,20260604,202609,202609,*
25,군악병,공군,군악병,2026,6,12,38,26,3.2,20260528,20260604,202609,202609,*
31,특수임무군사경찰,공군,특수임무군사경찰,2026,6,10,26,16,2.6,20260528,20260604,202609,202609,*
30,정보보호병,공군,정보보호병,2026,6,6,18,12,3,20260528,20260604,202609,202609,*
56,AI·데이터개발병,공군,AI·데이터개발병,2026,6,1,14,13,14,20260528,20260604,202609,202609,*
57,정보체계개발병,공군,정보체계개발병,2026,6,2,18,16,9,20260528,20260604,202609,202609,*
40,정훈병,공군,정훈병,2026,6,3,41,38,13.7,20260528,20260604,202609,202609,*
41.01,콘텐츠_그래픽디자인,공군,콘텐츠제작병,2026,6,1,10,9,10,20260528,20260604,202609,202609,*
34,군견관리병,공군,군견관리병,2026,6,2,12,10,6,20260528,20260604,202609,202609,*
45.02,교육훈련_프로그램개발,공군,교육훈련매체개발병,2026,6,2,7,5,3.5,20260528,20260604,202609,202609,*
55,무인항공기운용병,공군,무인항공기운용병,2026,6,10,26,16,2.6,20260528,20260604,202609,202609,*
46,비파괴검사병,공군,비파괴검사병,2026,6,1,6,5,6,20260528,20260604,202609,202609,*
44,전문자격의무병,공군,전문자격의무병,2026,6,3,3,0,1,20260528,20260604,202609,202609,*
53,조리병,공군,조리병,2026,6,5,42,37,8.4,20260528,20260604,202609,202609,*
42.03,식별보조_러시아어,공군,식별보조병,2026,6,1,2,1,2,20260528,20260604,202609,202609,*
42.02,식별보조_일본어,공군,식별보조병,2026,6,1,14,13,14,20260528,20260604,202609,202609,*
121.101,K계열전차승무,육군,기술행정병,2026,6,60,92,32,1.5,20260528,20260604,202609,202609,*
153.101,감시장비운용,육군,기술행정병,2026,6,156,71,-85,0.5,20260528,20260604,202609,202609,*
161.101,야전공병,육군,기술행정병,2026,6,30,71,41,2.4,20260528,20260604,202609,202609,*
171.105,정보통신망관리장비운용/정비,육군,기술행정병,2026,6,12,31,19,2.6,20260528,20260604,202609,202609,*
241.108,K-53계열차량운전,육군,기술행정병,2026,6,14,3,-11,0.2,20260528,20260604,202609,202609,*
243.101,항만운영,육군,기술행정병,2026,6,1,13,12,13,20260528,20260604,202609,202609,*
341.101,공보정훈,육군,기술행정병,2026,6,4,18,14,4.5,20260528,20260604,202609,202609,*
M161.104,야전건설(중졸),육군,기술행정병,2026,6,1,0,-1,0,20260528,20260604,202609,202609,*
131.101,견인포병,육군,기술행정병,2026,6,20,33,13,1.7,20260528,20260604,202609,202609,*
162.103,배관/기계설비,육군,기술행정병,2026,6,17,8,-9,0.5,20260528,20260604,202609,202609,*
163.109,도저운용,육군,기술행정병,2026,6,5,0,-5,0,20260528,20260604,202609,202609,*
171.102,무선전송장비운용/정비,육군,기술행정병,2026,6,22,34,12,1.5,20260528,20260604,202609,202609,*
174.101,레이다운용/정비,육군,기술행정병,2026,6,27,16,-11,0.6,20260528,20260604,202609,202609,*
